source_url	parsed_url
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/staff/victoria-guida
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/do-not-sell
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/womenrule
https://www.politico.com/tipsheets/morning-money	https://twitter.com/KateDavidson
https://www.politico.com/tipsheets/morning-money	https://www.wsj.com/articles/economys-fate-might-hinge-on-question-of-full-employment-11642081833
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/defense
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/fourth-estate
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2022/01/13/biden-fed-nomination-raskin-527099
https://www.politico.com/tipsheets/morning-money	https://twitter.com/AubreeEWeaver
https://www.politico.com/tipsheets/morning-money	https://cd.politicopro.com/member/51835
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money
https://www.politico.com/tipsheets/morning-money	https://www.politico.com//_login?base=https%3A%2F%2Fwww.politico.com&amp;redirect=%2F_login&amp;logout=%2F_logout&amp;lRedirect=true&amp;sRedirect=%2Fsettings&amp;js=false
https://www.politico.com/tipsheets/morning-money	http://www.powerjobs.com/
https://www.politico.com/tipsheets/morning-money	https://www.wsj.com/articles/feds-evans-time-to-move-toward-tighter-monetary-policy-11642104323
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/video
https://www.politico.com/tipsheets/morning-money	https://apnews.com/article/coronavirus-pandemic-health-business-economy-economic-growth-200d70ed3c32bed33e8d3a909a8a16e4
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/west-wing-playbook
